title,categoryName,description,price,totalScore,reviewsCount,imagesCount,address,neighborhood,street,city,postalCode,state,website,phone,location.lat,location.lng,openingHours,reviewsDistribution.oneStar,reviewsDistribution.twoStar,reviewsDistribution.threeStar,reviewsDistribution.fourStar,reviewsDistribution.fiveStar,Features,price_numeric,High Rated,Reservations,Parking,Delivery,Outdoor Seating,Takeout,Vegetarian Options,Wheelchair Accessible,Family Friendly,Pet Friendly
Deja Vu,        ,,₹400–600,4.5,3.0,,"44, Cmh Road, 2nd Block, Near Bachpan Play School, Hrbr Layout, Bengaluru 560038 India",Hrbr Layout,44,Bengaluru,560038,Karnataka,https://www.zomato.com/bangalore/deja-vu-resto-bar-bannerghatta-road?context=eyJzZSI6eyJlIjpbNTQxNjUsIjE4MjM3OTMxIiwiMTgyOTAwNzMiLCIxODAxMTY2MyIsIjUxNjkzIiwiNTAwNjciLCIxODY3NjY4OSIsIjUxNTQxIiwiNjA2ODEiLCIxODc2OTczNCIsIjE4MTk4ODc4Il0sInQiOiJSZXN0YXVyYW50cyBpbiBCYW5uZXJnaGF0dGEgUm9hZCBzZXJ2aW5nIEJ1ZmZldCJ9fQ==,+91 80 4098 8901,,,,3.0,0.0,12.0,63.0,36.0,                            ,500.0,1.0,0,0,0,0,0,0,0,0,0
Deja Vu Restaurant and Bar,Italian Indian Asian      ,"Deja Vu is comfort food buffet spread, offering popular Indian and Italian Cuisines, specialising in popular starters. Known for affordable group-friendly packages, Deja Vu also has a full-fledged bar with a range of signature cocktails and imported wines, beers.",,4.0,76.0,,"Gopalan Innovation Mall, 5th Floor, Bannerghatta Road, Bengaluru 560078 India",Bannerghatta Road,Gopalan Innovation Mall,Bengaluru,560078,Karnataka,,+91 96324 99855,12.914167,77.599556,,,,,,,Takeout Reservations Buffet Seating Parking Available Validated Parking Wheelchair Accessible Full Bar Accepts American Express Accepts Mastercard Accepts Visa Table Service                 ,300.0,1.0,1,1,0,1,1,0,1,0,0
Delhi 6,        ,,₹1–200,3.0,1.0,,"8 Rifco Santosh Apartment Hal Wind Tunnel Road, Bengaluru 560017 India",8 Rifco Santosh Apartment Hal Wind Tunnel Road,8 Rifco Santosh Apartment Hal Wind Tunnel Road,Bengaluru,560017,Karnataka,https://www.zomato.com/bangalore/delhi-6-1-indiranagar?context=eyJzZSI6eyJlIjpbIjE4MzgyOTUxIiwiMTgzOTEwMDkiLCIxODU0ODc0MiIsIjE4NjEyMTA0IiwxODYxNjE1OSwiMTg2NzIzNTkiLCIxODc3MTIxMyIsIjE4ODUzMzUyIiwiMTg2NTQ2NjYiLCIxODU3OTIyMSIsIjE4MjI0NjYzIiwiMTg4NTI2NTkiLCIxODU1Nzg5MCIsIjU2Mzk0IiwiMTg1MDU5NTIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEluZGlyYW5hZ2FyIn19,+91 80 6597 9221,12.95451,77.65305,,0.0,0.0,0.0,0.0,0.0,                            ,100.5,0.0,0,0,0,0,0,0,0,0,0
Delhi 6 Chandni Chowk,Chinese Indian       ,,₹1–200,4.0,1.0,,"20 Kaggadasapura Main Road Cv Raman Nagar, Bengaluru 560093 India",20 Kaggadasapura Main Road Cv Raman Nagar,20 Kaggadasapura Main Road Cv Raman Nagar,Bengaluru,560093,Karnataka,https://www.zomato.com/bangalore/delhi-restaurant-1-marathahalli?context=eyJzZSI6eyJlIjpbIjE4NjQxODc0IiwiNjAwMTMiLCIxODU3MDk1MiIsIjE4ODExMDUzIiwxODUxOTA1OSwiMTgwNzAyOTAiLCIxODQ2NzI1MyIsIjUzNTA1IiwiNTkzNzciLCIxODczNTI3NCIsIjE4NTM4NjIxIiwiMTgyNjM0MDYiLCIxODI4MDU5NiIsIjE4MTczMDk4IiwiNTQ1MDciLCIxODUxNzg3OCIsIjU5MDYxIiwiMTg3ODkwMzYiLCIxODM4OTc3MyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmVsbGFuZHVyIn19,+91 96060 27334,12.9856,77.67221,,0.0,0.0,0.0,3.0,2.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Delhi Base Sri Food Court,Indian        ,,₹1–200,4.0,1.0,,"Near Biotech Park, Bengaluru 560100 India",Near Biotech Park,Near Biotech Park,Bengaluru,560100,Karnataka,https://www.zomato.com/bangalore/delhi-base-sri-food-court-electronic-city?context=eyJzZSI6eyJlIjpbIjE4OTAxMDU3IiwiMTg5MDEyMTQiLCIxODYyMjIxMiIsIjE4ODc4MDI5Iiw1Mzk0NCwiMTg5MDEwNzQiLCIxODQwNzkzNSIsIjE4NzIyMzgwIiwiNTkyODciLCIxODc5MTQyMCIsIjE4OTAxMjU1IiwiMTg3MTA0NzAiLCI1NDI1MiIsIjE4MTk4ODgyIiwiNTkxMjYiLCIxODcyNTY3NyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gRWxlY3Ryb25pYyBDaXR5In19,+91 99168 02329,12.85109,77.65743,,0.0,0.0,1.0,0.0,1.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Delhi Darbar,        ,,₹1–200,4.0,2.0,,"1 Bda Complex Opposite Shanthi Nagar, Bengaluru 560075 India",1 Bda Complex Opposite Shanthi Nagar,1 Bda Complex Opposite Shanthi Nagar,Bengaluru,560075,Karnataka,https://www.zomato.com/bangalore/delhi-restaurant-1-marathahalli?context=eyJzZSI6eyJlIjpbIjE4NjQxODc0IiwiNjAwMTMiLCIxODU3MDk1MiIsIjE4ODExMDUzIiwxODUxOTA1OSwiMTgwNzAyOTAiLCIxODQ2NzI1MyIsIjUzNTA1IiwiNTkzNzciLCIxODczNTI3NCIsIjE4NTM4NjIxIiwiMTgyNjM0MDYiLCIxODI4MDU5NiIsIjE4MTczMDk4IiwiNTQ1MDciLCIxODUxNzg3OCIsIjU5MDYxIiwiMTg3ODkwMzYiLCIxODM4OTc3MyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmVsbGFuZHVyIn19,+91 99207 33030,12.99799,77.71751,,0.0,0.0,0.0,3.0,2.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Delhi Darbar,Chinese        ,,₹1–200,4.5,2.0,,"5th Cross Near Andhra Bank, Bengaluru 560093 India",5th Cross Near Andhra Bank,5th Cross Near Andhra Bank,Bengaluru,560093,Karnataka,https://www.zomato.com/bangalore/delhi-restaurant-1-marathahalli?context=eyJzZSI6eyJlIjpbIjE4NjQxODc0IiwiNjAwMTMiLCIxODU3MDk1MiIsIjE4ODExMDUzIiwxODUxOTA1OSwiMTgwNzAyOTAiLCIxODQ2NzI1MyIsIjUzNTA1IiwiNTkzNzciLCIxODczNTI3NCIsIjE4NTM4NjIxIiwiMTgyNjM0MDYiLCIxODI4MDU5NiIsIjE4MTczMDk4IiwiNTQ1MDciLCIxODUxNzg3OCIsIjU5MDYxIiwiMTg3ODkwMzYiLCIxODM4OTc3MyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmVsbGFuZHVyIn19,+91 98868 20636,12.9783,77.68194,,0.0,0.0,0.0,3.0,2.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Delhi Darbar Family Restaurant,Chinese Indian       ,,₹1–200,3.5,10.0,,"Ground Floor & 6 Shop No 5, Bengaluru 560037 India",Ground Floor & 6 Shop No 5,Ground Floor & 6 Shop No 5,Bengaluru,560037,Karnataka,https://www.zomato.com/bangalore/delhi-restaurant-1-marathahalli?context=eyJzZSI6eyJlIjpbIjE4NjQxODc0IiwiNjAwMTMiLCIxODU3MDk1MiIsIjE4ODExMDUzIiwxODUxOTA1OSwiMTgwNzAyOTAiLCIxODQ2NzI1MyIsIjUzNTA1IiwiNTkzNzciLCIxODczNTI3NCIsIjE4NTM4NjIxIiwiMTgyNjM0MDYiLCIxODI4MDU5NiIsIjE4MTczMDk4IiwiNTQ1MDciLCIxODUxNzg3OCIsIjU5MDYxIiwiMTg3ODkwMzYiLCIxODM4OTc3MyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmVsbGFuZHVyIn19,+91 98862 97798,12.93792,77.5693,,0.0,0.0,0.0,3.0,2.0,                            ,100.5,0.0,0,0,0,0,0,0,0,0,0
Delhi Food Point,Indian        ,,₹1–200,4.5,15.0,,"No. 117 1'st Main Road, Opposite State Bank Of Mysore, Bengaluru 560095 India",Opposite State Bank Of Mysore,No. 117 1'st Main Road,Bengaluru,560095,Karnataka,https://www.zomato.com/bangalore/delhi-food-point-koramangala-1st-block?context=eyJzZSI6eyJlIjpbIjE4MjMyNjczIiwiMTg2MzI4ODUiLCIxODQxMjExNiIsIjE4NDEyMzk5Iiw1MDM1OSwiMTg2Njk2MzkiLCIxODY1NzM1OSIsIjE4ODQ4ODA2IiwiMTg2OTI1ODIiLCIxODY5MjU4MCIsIjE4ODQ0NDIzIiwiMTg0MTk0MDYiLCIxODY0MzYxOCIsIjE4NTg3OTA1IiwiMTg1ODg1MzYiLCI1NzIzMSIsIjE4NzMyOTE3IiwiMTg4NzkwMDciLCIxODM2MjQwNSIsIjU2OTEzIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCVE0ifX0=,+91 80 6453 4966,12.93533,77.6157,,4.0,2.0,3.0,1.0,0.0,Table Service                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Delhi Highway,Indian Asian       ,,₹400–600,4.0,82.0,,"951 12th Main Road HAL 2nd Stage, Bengaluru 560008 India",951 12th Main Road HAL 2nd Stage,951 12th Main Road HAL 2nd Stage,Bengaluru,560008,Karnataka,https://www.zomato.com/bangalore/delhi-highway-indiranagar?context=eyJzZSI6eyJlIjpbIjE4NjQ4MzkyIiwiMTgzMTM0OTkiLCIxODU3NTUyOCIsIjE4NzQxMTM2IiwxODM1MzEyNywiMTg3ODk4MTUiLCI2MDIwMyIsIjU3MTczIiwiMTg3NDQ0OTYiLCIxODM1MzExNSIsIjU5Njk5IiwiNTUzODMiLCI1NDUyNiIsIjE4Mzk4Mzg3IiwiMTg2MzE4MzkiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEluZGlyYW5hZ2FyIn19,+91 80 4512 8750,12.970158,77.639565,,6.0,38.0,21.0,219.0,89.0,Delivery Takeout Reservations Seating Parking Available Table Service                       ,500.0,1.0,1,1,1,1,1,0,0,0,0
Delhi Mess Parota Centre,Indian        ,,₹1–200,4.0,1.0,,"448, MSRE Road, Mathikere Opposite Kusum Restaurant, Bengaluru 560054 India",Mathikere Opposite Kusum Restaurant,448,Bengaluru,560054,Karnataka,https://www.zomato.com/bangalore/delhi-restaurant-1-marathahalli?context=eyJzZSI6eyJlIjpbIjE4NjQxODc0IiwiNjAwMTMiLCIxODU3MDk1MiIsIjE4ODExMDUzIiwxODUxOTA1OSwiMTgwNzAyOTAiLCIxODQ2NzI1MyIsIjUzNTA1IiwiNTkzNzciLCIxODczNTI3NCIsIjE4NTM4NjIxIiwiMTgyNjM0MDYiLCIxODI4MDU5NiIsIjE4MTczMDk4IiwiNTQ1MDciLCIxODUxNzg3OCIsIjU5MDYxIiwiMTg3ODkwMzYiLCIxODM4OTc3MyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmVsbGFuZHVyIn19,+91 98457 10492,13.03731,77.56299,,0.0,0.0,0.0,3.0,2.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Delhi Restaurant,Indian        ,,₹1–200,3.5,6.0,,"Hoskote Main Road, Belthur, Near Sai Garden, Whitefield, Bengaluru 560066 India",Whitefield,Hoskote Main Road,Bengaluru,560066,Karnataka,https://www.zomato.com/bangalore/delhi-restaurant-1-marathahalli?context=eyJzZSI6eyJlIjpbIjE4NjQxODc0IiwiNjAwMTMiLCIxODU3MDk1MiIsIjE4ODExMDUzIiwxODUxOTA1OSwiMTgwNzAyOTAiLCIxODQ2NzI1MyIsIjUzNTA1IiwiNTkzNzciLCIxODczNTI3NCIsIjE4NTM4NjIxIiwiMTgyNjM0MDYiLCIxODI4MDU5NiIsIjE4MTczMDk4IiwiNTQ1MDciLCIxODUxNzg3OCIsIjU5MDYxIiwiMTg3ODkwMzYiLCIxODM4OTc3MyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmVsbGFuZHVyIn19,+91 99008 03433,12.98922,77.75464,,0.0,0.0,0.0,3.0,2.0,                            ,100.5,0.0,0,0,0,0,0,0,0,0,0
Delhi Restaurant,Indian        ,,₹1–200,4.5,8.0,,"84 I T P L Main Road K.R. Puram Hobli, Whitefield, Bengaluru 560066 India",Whitefield,84 I T P L Main Road K.R. Puram Hobli,Bengaluru,560066,Karnataka,https://www.zomato.com/bangalore/delhi-restaurant-1-marathahalli?context=eyJzZSI6eyJlIjpbIjE4NjQxODc0IiwiNjAwMTMiLCIxODU3MDk1MiIsIjE4ODExMDUzIiwxODUxOTA1OSwiMTgwNzAyOTAiLCIxODQ2NzI1MyIsIjUzNTA1IiwiNTkzNzciLCIxODczNTI3NCIsIjE4NTM4NjIxIiwiMTgyNjM0MDYiLCIxODI4MDU5NiIsIjE4MTczMDk4IiwiNTQ1MDciLCIxODUxNzg3OCIsIjU5MDYxIiwiMTg3ODkwMzYiLCIxODM4OTc3MyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmVsbGFuZHVyIn19,+91 72598 24051,12.98433,77.74155,,0.0,0.0,0.0,3.0,2.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Delhi Sweets,        ,,₹1–200,3.5,2.0,,"59/60 Al Habib Plaza, Near Big Bazaar, Bengaluru 560078 India",Near Big Bazaar,59/60 Al Habib Plaza,Bengaluru,560078,Karnataka,https://www.zomato.com/bangalore/delhi-sweets-jp-nagar?context=eyJzZSI6eyJlIjpbIjYxNDU0IiwiMTgzMDg3OTkiLCI2MDExNSIsIjE4NTgyNzcyIiw1NjQyNywiMTgyNTQ1ODEiLCIxODY4MTQ0NyIsIjE4NTk0OTQzIiwiMTg2MTE4MjciLCIxODY3ODA3NiIsIjE4ODcxNjIyIiwiMTg3ODE0ODgiLCIxODcyMzUyNyIsIjE4NDMzNjA3IiwiMTg2MTQ3NzQiLCIxODc3OTA1MCIsIjE4ODk0Mzc3IiwiMTg2Mjg2NTQiLCIxODY5MjcxOSIsIjE4NTkzNDg1IiwiMTg2OTkyMTciLCIxODg4MDY4NSIsIjE4NzY4ODkwIiwiMTg2MzExNTMiXSwidCI6IkRlc3NlcnRzICYgQmFrZXMgaW4gQmFubmVyZ2hhdHRhIFJvYWQifX0=,+91 99167 38438,12.9753,77.62202,,0.0,1.0,3.0,1.0,0.0,                            ,100.5,0.0,0,0,0,0,0,0,0,0,0
Delhi Walle,Indian        ,,₹1–200,4.0,8.0,,"No 37 Rj Garden Marathalli Ring Road Next To US Pizza, Bengaluru 560037 India",No 37 Rj Garden Marathalli Ring Road Next To US Pizza,No 37 Rj Garden Marathalli Ring Road Next To US Pizza,Bengaluru,560037,Karnataka,https://www.zomato.com/bangalore/delhi-walle-marathahalli?context=eyJzZSI6eyJlIjpbIjE4NjM4MTc3IiwiMTg3NjExNTMiLCIxODQ3NjQ3MSIsIjE4MzQ2MzY1Iiw1MTQ2NiwiMTgzODg2NDEiLCIxODU3NjgzMSIsIjE4NDEyMTA0IiwiMTg1MTI3OTIiLCIxODg2Njc3MCIsIjE4NTQ1OTkwIiwiMTg4MTExMjAiLCI1NTQwNiIsIjE4NTQ1Mzk2IiwiMTg0MTc1NTEiLCIxODg5NTMwOSIsIjUyMDA0IiwiMTgzOTEwMjAiLCI2MTAyNSIsIjU3MDg1IiwiMTg3NjI3NzAiLCIxODcxMjkwMiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQnJvb2tlZmllbGQifX0=,+91 98456 23510,12.92819,77.50277,,2.0,1.0,2.0,3.0,2.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Delhi Walle,Indian        ,,₹1–200,3.0,9.0,,"6th Floor I T P L Main Road Kundanahalli Gate, Whitefield, Next To Skr Kalyana Mantapa, Bengaluru 560066 India",Next To Skr Kalyana Mantapa,6th Floor I T P L Main Road Kundanahalli Gate,Bengaluru,560066,Karnataka,https://www.zomato.com/bangalore/delhi-walle-marathahalli?context=eyJzZSI6eyJlIjpbIjE4NjM4MTc3IiwiMTg3NjExNTMiLCIxODQ3NjQ3MSIsIjE4MzQ2MzY1Iiw1MTQ2NiwiMTgzODg2NDEiLCIxODU3NjgzMSIsIjE4NDEyMTA0IiwiMTg1MTI3OTIiLCIxODg2Njc3MCIsIjE4NTQ1OTkwIiwiMTg4MTExMjAiLCI1NTQwNiIsIjE4NTQ1Mzk2IiwiMTg0MTc1NTEiLCIxODg5NTMwOSIsIjUyMDA0IiwiMTgzOTEwMjAiLCI2MTAyNSIsIjU3MDg1IiwiMTg3NjI3NzAiLCIxODcxMjkwMiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQnJvb2tlZmllbGQifX0=,+91 98456 23510,12.98425,77.74919,,2.0,1.0,2.0,3.0,2.0,                            ,100.5,0.0,0,0,0,0,0,0,0,0,0
Delhi Zaika,Chinese Indian       ,,₹1–200,4.0,6.0,,"4 24'th Main Road Opposite RV Dental Collage, Bengaluru 560078 India",4 24'th Main Road Opposite RV Dental Collage,4 24'th Main Road Opposite RV Dental Collage,Bengaluru,560078,Karnataka,https://www.zomato.com/bangalore/delhi-restaurant-1-marathahalli?context=eyJzZSI6eyJlIjpbIjE4NjQxODc0IiwiNjAwMTMiLCIxODU3MDk1MiIsIjE4ODExMDUzIiwxODUxOTA1OSwiMTgwNzAyOTAiLCIxODQ2NzI1MyIsIjUzNTA1IiwiNTkzNzciLCIxODczNTI3NCIsIjE4NTM4NjIxIiwiMTgyNjM0MDYiLCIxODI4MDU5NiIsIjE4MTczMDk4IiwiNTQ1MDciLCIxODUxNzg3OCIsIjU5MDYxIiwiMTg3ODkwMzYiLCIxODM4OTc3MyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmVsbGFuZHVyIn19,+91 97430 28369,12.91408,77.58818,,0.0,0.0,0.0,3.0,2.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Deli Counter,Deli        ,,₹200–400,4.0,1.0,,"66 Residency Road, Bengaluru 560025 India",66 Residency Road,66 Residency Road,Bengaluru,560025,Karnataka,https://www.zomato.com/bangalore/deli-counter-gateway-hotel-residency-road?context=eyJzZSI6eyJlIjpbIjU0NTc5IiwiNjA4MDEiLCI1NDgyOSIsIjU2NTg1Iiw1MzEzMywiMTg2MjMzNTUiLCIxODY0MDM2MCIsIjE4NjQ1ODIwIiwiMTgyNDY1MDciLCI1MTc3MSIsIjE4NTg1MzA1IiwiNjA0ODMiLCIxODc4NjMzNiIsIjE4NjU0NjIxIiwiMTg3Mjk3MTMiXSwidCI6IkRlc3NlcnRzICYgQmFrZXMgaW4gQnJpZ2FkZSBSb2FkIn19,+91 80666 04545,12.97297,77.60907,,0.0,0.0,0.0,1.0,1.0,                            ,300.0,1.0,0,0,0,0,0,0,0,0,0
Delicacy,Chinese Thai       ,,₹200–400,4.0,7.0,,"Chelekere Ring Road, Bengaluru 560059 India",Chelekere Ring Road,Chelekere Ring Road,Bengaluru,560059,Karnataka,https://www.zomato.com/bangalore/delicacy-frazer-town?context=eyJzZSI6eyJlIjpbIjE4Nzg5ODI0IiwiMTg3NjA5MjYiLCIxODg2ODAzNyIsIjE4NzU2MjMxIiw1MDM2MSwiMTg4MTEwMjQiLCIxODY1ODMzMiIsIjU4Njk4IiwiMTg3NjA5NTciLCIxODM4NTQ0NCIsIjU0MjY0IiwiNTE4ODciLCI1ODM1OCIsIjUwNDA4IiwiMTg2NDcxMDYiLCI1MDU1MCIsIjUwODQ0IiwiMTg4MTEwNTgiLCIxODE0MDgwMSIsIjE4NDM1Njc5IiwiMTg1MDg0MjEiLCI1Mzk0MiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQnJpZ2FkZSBSb2FkIn19,+91 80 2544 9944,12.92693,77.50141,,0.0,0.0,0.0,3.0,0.0,                            ,300.0,1.0,0,0,0,0,0,0,0,0,0
Delicacy,Chinese Thai       ,,₹200–400,2.5,2.0,,"313 4th Cross Road, Bengaluru 560043 India",313 4th Cross Road,313 4th Cross Road,Bengaluru,560043,Karnataka,https://www.zomato.com/bangalore/delicacy-frazer-town?context=eyJzZSI6eyJlIjpbIjE4Nzg5ODI0IiwiMTg3NjA5MjYiLCIxODg2ODAzNyIsIjE4NzU2MjMxIiw1MDM2MSwiMTg4MTEwMjQiLCIxODY1ODMzMiIsIjU4Njk4IiwiMTg3NjA5NTciLCIxODM4NTQ0NCIsIjU0MjY0IiwiNTE4ODciLCI1ODM1OCIsIjUwNDA4IiwiMTg2NDcxMDYiLCI1MDU1MCIsIjUwODQ0IiwiMTg4MTEwNTgiLCIxODE0MDgwMSIsIjE4NDM1Njc5IiwiMTg1MDg0MjEiLCI1Mzk0MiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQnJpZ2FkZSBSb2FkIn19,+91 80 4151 9995,13.00811,77.64655,,0.0,0.0,0.0,3.0,0.0,                            ,300.0,0.0,0,0,0,0,0,0,0,0,0
Delicacy,Chinese Thai       ,,₹200–400,4.0,2.0,,"Shop No. M 22, 10th Main, 1st Floor, Jeevan Bhima Nagar, Near Jeevan Bhima Nagar Police Station, Jeevan Bhima Nagar, Bengaluru 560011 India",Jeevan Bhima Nagar,Shop No. M 22,Bengaluru,560011,Karnataka,https://www.zomato.com/bangalore/delicacy-frazer-town?context=eyJzZSI6eyJlIjpbIjE4Nzg5ODI0IiwiMTg3NjA5MjYiLCIxODg2ODAzNyIsIjE4NzU2MjMxIiw1MDM2MSwiMTg4MTEwMjQiLCIxODY1ODMzMiIsIjU4Njk4IiwiMTg3NjA5NTciLCIxODM4NTQ0NCIsIjU0MjY0IiwiNTE4ODciLCI1ODM1OCIsIjUwNDA4IiwiMTg2NDcxMDYiLCI1MDU1MCIsIjUwODQ0IiwiMTg4MTEwNTgiLCIxODE0MDgwMSIsIjE4NDM1Njc5IiwiMTg1MDg0MjEiLCI1Mzk0MiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQnJpZ2FkZSBSb2FkIn19,+91 80 2529 9333,12.93619,77.58485,,0.0,0.0,0.0,3.0,0.0,                            ,300.0,1.0,0,0,0,0,0,0,0,0,0
Delicacy Restaurant,Chinese restaurant,,₹1–800,4.0,651.0,156.0,"36, Kenchappa Rd, Fraser Town, Bengaluru, Karnataka 560005, India",Fraser Town,"36, Kenchappa Rd",Bengaluru,560005.0,Karnataka,,+91 80 4852 5249,12.9984939,77.6179197,"[{'day': 'Monday', 'hours': '11:30\u202fAM to 11\u202fPM'}, {'day': 'Tuesday', 'hours': '11:30\u202fAM to 11\u202fPM'}, {'day': 'Wednesday', 'hours': '11:30\u202fAM to 11\u202fPM'}, {'day': 'Thursday', 'hours': '11:30\u202fAM to 11\u202fPM'}, {'day': 'Friday', 'hours': '11:30\u202fAM to 11\u202fPM'}, {'day': 'Saturday', 'hours': '11:30\u202fAM to 11\u202fPM'}, {'day': 'Sunday', 'hours': '11:30\u202fAM to 11\u202fPM'}]",66.0,23.0,73.0,183.0,306.0,Accepts reservations | Casual | Credit cards | Debit cards | Delivery | Dine-in | Dinner | Free street parking | Good for kids | Groups | Lunch | NFC mobile payments | Quick bite | Quiet | Restroom | Small plates | Solo dining | Table service | Takeout | Trendy | Usually plenty of parking,400.5,1.0,1,1,1,0,1,0,0,1,0
Delicatessen,Cafe Deli       ,,,4.5,2.0,,"Varthur Main Road In Star Bazaar, Bengaluru India",Varthur Main Road In Star Bazaar,Varthur Main Road In Star Bazaar,Bengaluru,,Karnataka,,,12.9496,77.74523,,,,,,,                            ,300.0,1.0,0,0,0,0,0,0,0,0,0
Denny's,        ,,₹400–600,1.0,1.0,,"Yelahanka, North Jnrt Mansion, Yelahanka Main Road, Next to Police Station, Bengaluru 560001 India",Next to Police Station,Yelahanka,Bengaluru,560001,Karnataka,https://www.zomato.com/bangalore/the-dennys-jayanagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4NTAzNzM2IiwiMTgzOTQxMzIiLCIxODU2MjIwMyIsIjYwNzg3Iiw1MDk4NSwiMTg3NjI0NjAiLCIxODYwNDE4MCIsIjE4OTU5ODA4IiwiMTg5NjI5MzQiLCIxODk2NTA5MyIsIjE4NzEyNDg3IiwiMTg3MzI5NjEiLCIxODEwODAyNiIsIjE4NDQzMDc0IiwiMTg1Nzk5MTYiLCIxODU0MTM2OCIsIjE4NTQyNTQyIiwiMTg1NDI4ODgiLCIxODU1NTU2MSIsIjE4NTM1MDExIiwiMTg1MjYzNDkiLCIxODYyMjQxNiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQlRNIn19,,13.0989,77.59761,,0.0,0.0,0.0,1.0,0.0,                            ,500.0,0.0,0,0,0,0,0,0,0,0,0
Denny's Bar & Restaurant,Chinese American       ,,₹400–600,3.5,4.0,,"1st Floor 9th Block 1550 East End Circle Near Jayadeva Hospital, Jayanagar, Bengaluru 560078 India",Jayanagar,1st Floor 9th Block 1550 East End Circle Near Jayadeva Hospital,Bengaluru,560078,Karnataka,https://www.zomato.com/bangalore/the-dennys-jayanagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4NTAzNzM2IiwiMTgzOTQxMzIiLCIxODU2MjIwMyIsIjYwNzg3Iiw1MDk4NSwiMTg3NjI0NjAiLCIxODYwNDE4MCIsIjE4OTU5ODA4IiwiMTg5NjI5MzQiLCIxODk2NTA5MyIsIjE4NzEyNDg3IiwiMTg3MzI5NjEiLCIxODEwODAyNiIsIjE4NDQzMDc0IiwiMTg1Nzk5MTYiLCIxODU0MTM2OCIsIjE4NTQyNTQyIiwiMTg1NDI4ODgiLCIxODU1NTU2MSIsIjE4NTM1MDExIiwiMTg1MjYzNDkiLCIxODYyMjQxNiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQlRNIn19,+91 80 2659 3687,12.96889,77.60701,,0.0,0.0,0.0,1.0,0.0,                            ,500.0,0.0,0,0,0,0,0,0,0,0,0
Desi Beats,Chinese        ,,,4.0,1.0,,"1, 7th Main, N.S Palya, 2nd Stage Near Home Need Supermarket, Btm Layout, Bengaluru India",Btm Layout,1,Bengaluru,,Karnataka,,+91 88676 89184,12.92574,77.63344,,,,,,,                            ,300.0,1.0,0,0,0,0,0,0,0,0,0
Desi Dhaba,        ,,₹1–200,3.0,1.0,,"Mantri Square Mall, 3rd Floor, Food Court, Sampige Road, Malleshwaram, Bengaluru India",Malleshwaram,Mantri Square Mall,Bengaluru,,Karnataka,https://www.zomato.com/bangalore/desi-dhaba-btm-bangalore?context=eyJzZSI6eyJlIjpbIjU3MzAxIiwiNTQyNDciLCIxODgxMjk2NSIsIjE4NjQ0ODEwIiwxODcyNzI3NywiMTg1OTMxMzgiLCIxODY3ODU0MyIsIjE4NzAwODkzIiwiMTg3MDk3NjYiLCIxODc4MTU5NSIsIjE4ODYyODYyIiwiNjAxNjAiLCI2MTA4MCIsIjE4NTA0ODUwIiwiMTgzOTg0OTMiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19,+91 99648 87576,12.99278,77.57153,,2.0,0.0,0.0,0.0,3.0,                            ,100.5,0.0,0,0,0,0,0,0,0,0,0
